code,id,name
M174,4619,"OTRAS GONARTROSIS SECUNDARIAS, BILATERALES"
M175,4620,OTRAS GONARTROSIS SECUNDARIAS
M179,4621,"GONARTROSIS, NO ESPECIFICADA"
M180,4622,"ARTROSIS PRIMARIA DE LA PRIMERA ARTICULACION CARPOMETACARPIANA, BILATERAL"
M181,4623,OTRAS ARTROSIS PRIMARIAS DE LA PRIMERA ARTICULACION CARPOMETACARPIANA
M182,4624,"ARTROSIS POSTRAUMATICA DE LA PRIMERA ARTICULACION CARPOMETACARPIANA, BILATERAL"
M183,4625,OTRAS ARTROSIS POSTRAUMATICAS DE LA PRIMERA ARTICULACION CARPOMETACARPIANA
M184,4626,"OTRAS ARTROSIS SECUNDARIAS DE LA PRIMERA ARTICULACION CARPOMETACARPIANA, BILATERALES"
M185,4627,OTRAS ARTROSIS SECUNDARIAS DE LA PRIMERA ARTICULACION CARPOMETACARPIANA
M189,4628,"ARTROSIS DE LA PRIMERA ARTICULACION CARPOMETACARPIANA, SIN OTRA ESPECIFICACION"
M190,4629,ARTROSIS PRIMARIA DE OTRAS ARTICULACIONES
M191,4630,ARTROSIS POSTRAUMATICA DE OTRAS ARTICULACIONES
M192,4631,ARTROSIS SECUNDARIA DE OTRAS ARTICULACIONES
M198,4632,OTRAS ARTROSIS ESPECIFICADAS
M199,4633,"ARTROSIS, NO ESPECIFICADA"
M200,4634,DEFORMIDAD DE DEDO(S) DE LA MANO
M201,4635,HALLUX VALGUS (ADQUIRIDO)
M202,4636,HALLUX RIGIDUS
M203,4637,OTRAS DEFORMIDADES DEL HALLUX (ADQUIRIDAS)
M204,4638,OTRO(S) DEDO(S) DEL PIE EN MARTILLO (ADQUIRIDOS)
M205,4639,OTRAS DEFORMIDADES (ADQUIRIDAS) DEL (DE LOS) DEDO(S) DEL PIE
M206,4640,"DEFORMIDADES ADQUIRIDAS DE LOS DEDOS DEL PIE, NO ESPECIFICADAS"
M210,4641,"DEFORMIDAD EN VALGO, NO CLASIFICADA EN OTRA PARTE"
M211,4642,"DEFORMIDAD EN VARO, NO CLASIFICADA EN OTRA"
M212,4643,DEFORMIDAD EN FLEXION
M213,4644,MUÑECA O PIE EN PENDULO (ADQUIRIDO)
M214,4645,PIE PLANO [PES PLANUS] (ADQUIRIDO)
M215,4646,"MANO O PIE EN GARRA O EN TALIPES, PIE EQUINOVARO O ZAMBO ADQUIRIDOS"
M216,4647,OTRAS DEFORMIDADES ADQUIRIDAS DEL TOBILLO Y DEL PIE
M217,4648,LONGITUD DESIGUAL DE LOS MIEMBROS (ADQUIRIDA)
M218,4649,"OTRAS DEFORMIDADES ADQUIRIDAS DE LOS MIEMBROS, ESPECIFICADAS"
M219,4650,"DEFORMIDAD ADQUIRIDA DEL MIEMBRO, NO ESPECIFICADA"
M220,4651,LUXACION RECIDIVANTE DE LA ROTULA
M221,4652,SUBLUXACION RECIDIVANTE DE LA ROTULA
M222,4653,TRASTORNOS ROTULOFEMORALES
M223,4654,OTROS DESARREGLOS DE LA ROTULA
M224,4655,CONDROMALACIA DE LA ROTULA
M228,4656,OTROS TRASTORNOS DE LA ROTULA
M229,4657,"TRASTORNO DE LA ROTULA, NO ESPECIFICADO"
M230,4658,MENISCO QUISTICO
M231,4659,MENISCO DISCOIDE (CONGENITO)
M232,4660,TRASTORNO DEL MENISCO DEBIDO A DESGARRO O LESION ANTIGUA
M233,4661,OTROS TRASTORNOS DE LOS MENISCOS
M234,4662,CUERPO FLOTANTE EN LA RODILLA
M235,4663,INESTABILIDAD CRONICA DE LA RODILLA
M236,4664,OTRA RUPTURA ESPONTANEA DEL (DE LOS) LIGAMENTO(S) DE LA RODILLA
M238,4665,OTROS TRASTORNOS INTERNOS DE LA RODILLA
M239,4666,"TRASTORNOS INTERNO DE LA RODILLA, NO ESPECIFICADO"
M240,4667,CUERPO FLOTANTE ARTICULAR
M241,4668,OTROS TRASTORNOS DEL CARTILAGO ARTICULAR
M242,4669,TRASTORNO DEL LIGAMENTO
M243,4670,"LUXACION Y SUBLUXACION PATOLOGICA DE LA ARTICULACION, NO CLASIFICADA EN OTRA PARTE"
M244,4671,LUXACION Y SUBLUXACION RECIDIVANTE DE LA ARTICULACION
M245,4672,CONTRACTURA ARTICULAR
M246,4673,ANQUILOSIS ARTICULAR
M247,4674,PROTRUSION DE ACETABULO
M248,4675,"OTRAS LESIONES ARTICULADAS ESPECIFICADAS, NO CLASIFICADAS EN OTRA PARTE"
M249,4676,"DESARREGLO ARTICULAR, NO ESPECIFICADO"
M250,4677,HEMARTROSIS
M251,4678,FISTULA ARTICULAR
M252,4679,ARTICULACION INESTABLE
M253,4680,OTRAS INESTABILIDADES ARTICULARES
M254,4681,DERRAME ARTICULAR
M255,4682,DOLOR EN ARTICULACION
M256,4683,"RIGIDEZ ARTICULAR, NO CLASIFICADA EN OTRA PARTE"
M257,4684,OSTEOFITO
M258,4685,OTROS TRASTORNOS ARTICULARES ESPECIFICADOS
M259,4686,"TRASTORNO ARTICULAR, NO ESPECIFICADO"
M300,4687,POLIARTERITIS NUDOSA
M301,4688,POLIARTERITIS CON COMPROMISO PULMONAR [CHURG-STRAUSS]
M302,4689,POLIARTERITIS JUVENIL
M303,4690,SINDROME MUCOCUTANEO LIFONODULAR [KAWASAKI]
M308,4691,OTRAS AFECCIONES RELACIONADAS CON LA POLIARTERITIS NUDOSA
M310,4692,ANGIITIS DEBIDA A HIPERSENSIBILIDAD
M311,4693,MICROANGIOPATIA TROMBOTICA
M312,4694,GRANULOMA LETAL DE LA LINEA MEDIA
M313,4695,GRANULOMATOSIS DE WEGENER
M314,4696,SINDROME DEL CAYADO DE LA AORTA [TAKAYASU]
M315,4697,ARTERITIS DE CELULAS GIGANTES CON POLIMIALGIA REUMATICA
M316,4698,OTRAS ARTERITIS DE CELULAS GIGANTES
M318,4699,OTRAS VASCULOPATIAS NECROTIZANTES ESPECIFICADAS
M319,4700,"VASCULOPATIA NECROTIZANTE, NO ESPECIFICADA"
M320,4701,"LUPUS ERITEMATOSO SISTEMICO, INDUCIDO POR DROGAS"
M321,4702,LUPUS ERITEMATOSO SISTEMICO CON COMPROMISO DE ORGANOS O SISTEMAS
M328,4703,OTRAS FORMAS DE LUPUS ERITEMATOSO SISTEMICO
M329,4704,"LUPUS ERITEMATOSO SISTEMICO, SIN OTRA ESPECIFICACION"
M330,4705,DERMATOMIOSITIS JUVENIL
M331,4706,OTRAS DERMATOMIOSITIS
M332,4707,POLIMIOSITIS
M339,4708,"DERMATOPOLIMIOSITIS, NO ESPECIFICADA"
M340,4709,ESCLEROSIS SISTEMICA PROGRESIVA
M341,4710,SINDROME CR(E)ST
M342,4711,ESCLEROSIS SISTEMICA INDUCIDA POR DROGAS O PRODUCTOS QUIMICOS
M348,4712,OTRAS FORMAS DE ESCLEROSIS SISTEMICA
M349,4713,"ESCLEROSIS SISTEMICA, NO ESPECIFICADA"
M350,4714,SINDROME SECO [SJÖGREN]
M351,4715,OTROS SINDROMES SUPERPUESTOS
M352,4716,ENFERMEDAD DE BEHCET
M353,4717,POLIMIALGIA REUMATICA
M354,4718,FASCITIS DIFUSA (EOSINOFILICA)
M355,4719,FIBROSCLEROSIS MULTIFOCAL
M356,4720,PANICULITIS RECIDIVANTE [WEBER-CHRISTIAN]
M357,4721,SINDROME DE HIPERMOVILIDAD
M358,4722,OTRAS ENFERMEDADES ESPECIFICADAS CON COMPROMISO SISTEMICO DEL TEJIDO CONJUNTIVO
M359,4723,"COMPROMISO SISTEMICO DEL TEJIDO CONJUNTIVO, NO ESPECIFICADO"
M360,4724,DERMATO(POLI)MIOSITIS EN ENFERMEDAD NEOPLASICA (C00-D48)
M361,4725,ARTROPATIA EN ENFERMEDAD NEOPLASICA (C00-D48)
M362,4726,ARTROPATIA HEMOFILICA (D66-D68)
M363,4727,ARTROPATIA EN OTROS TRASTORNOS DE LA SANGRE (D50-D76)
M364,4728,ARTROPATIA EN REACCIONES DE HIPERSENSIBILIDAD CLASIFICADAS EN OTRA PARTE
M368,4729,TRASTORNOS SISTEMICOS DEL TEJIDO CONJUNTIVO EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M400,4730,CIFOSIS POSTURAL
M401,4731,OTRAS CIFOSIS SECUNDARIAS
M402,4732,OTRAS CIFOSIS Y LAS NO ESPECIFICADAS
M403,4733,SINDROME DE ESPALDA PLANA
M404,4734,OTRAS LORDOSIS
M405,4735,"LORDOSIS, NO ESPECIFICADA"
M410,4736,ESCOLIOSIS IDIOPATICA INFANTIL
M411,4737,ESCOLIOSIS IDIOPATICA JUVENIL
M412,4738,OTRAS ESCOLIOSIS IDIOPATICAS
M413,4739,ESCOLIOSIS TORACOGENICA
M414,4740,ESCOLIOSIS NEUROMUSCULAR
M415,4741,OTRAS ESCOLIOSIS SECUNDARIAS
M418,4742,OTRAS FORMAS DE ESCOLIOSIS
M419,4743,"ESCOLIOSIS, NO ESPECIFICADA"
M420,4744,OSTEOCONDROSIS JUVENIL DE LA COLUMNA VERTEBRAL
M421,4745,OSTEOCONDROSIS DE LA COLUMNA VERTEBRAL DEL ADULTO
M429,4746,"OSTEOCONDROSIS VERTEBRAL, NO ESPECIFICADA"
M430,4747,ESPONDILOLISIS
M431,4748,ESPONDILOLISTESIS
M432,4749,OTRAS FUSIONES COLUMNA VERTEBRAL
M433,4750,"SUBLUXACION ATLANTO-AXOIDEA RECURRENTE, CON MIELOPATIA"
M434,4751,OTRAS SUBLUXACIONES ATLANTO-AXOIDEAS RECURRENTES
M435,4752,OTRAS SUBLUXACIONES VERTEBRALES RECURRENTES
M436,4753,TORTICOLIS
M438,4754,OTRAS DORSOPATIAS DEFORMANTES DE LA COLUMNA VERTEBRAL ESPECIFICADAS
M439,4755,"DORSOPATIA DEFORMANTE, NO ESPECIFICADA"
M45,4756,ESPONDILITIS ANQUILOSANTE
M460,4757,ENTESOPATIA VERTEBRAL
M461,4758,"SACROILIITIS, NO CLASIFICADA EN OTRA PARTE"
M462,4759,OSTEOMIELITIS DE VERTEBRA
M463,4760,INFECCION DE DISCO INTERVERTEBRAL (PIOGENA)
M464,4761,"DISCITIS, NO ESPECIFICADA"
M465,4762,OTRAS ESPONDILOPATIAS INFECCIOSAS
M468,4763,OTRAS ESPONDILOPATIAS INFLAMATORIAS ESPECIFICADAS
M469,4764,"ESPONDILOPATIA INFLAMATORIA, NO ESPECIFICADA"
M470,4765,SINDROMES DE COMPRESION DE LA ARTERIA ESPINAL O VERTEBRAL ANTERIOR (G99.2*)
M471,4766,OTRAS ESPONDILOSIS CON MIELOPATIA
M472,4767,OTRAS ESPONDILOSIS CON RADICULOPATIA
M478,4768,OTRAS ESPONDILOSIS
M479,4769,"ESPONDILOSIS, NO ESPECIFICADA"
M480,4770,ESTENOSIS ESPINAL
M481,4771,HIPEROSTOSIS ANQUILOSANTE [FORESTIER]
M482,4772,ESPONDILOPATIA INTERESPINOSA (VERTEBRAS EN BESO)
M483,4773,ESPONDILOPATIA TRAUMATICA
M484,4774,FRACTURA DE VERTEBRA POR FATIGA
M485,4775,"VERTEBRA COLAPSADA, NO CLASIFICADA EN OTRA PARTE"
M488,4776,OTRAS ESPONDILOPATIAS ESPECIFICADAS
M489,4777,"ESPONDILOPATIA , NO ESPECIFICADA"
M490,4778,TUBERCULOSIS DE LA COLUMNA VERTEBRAL (A180)
M491,4779,ESPONDILITIS POR BRUCELOSIS (A23.-)
M492,4780,ESPONDILITIS POR ENTEROBACTERIAS (A01-A04)
M493,4781,ESPONDILOPATIA EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE
M494,4782,ESPONDILOPATIA NEUROPATICA
M495,4783,VERTEBRA COLAPSADA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M498,4784,ESPONDILOPATIA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M500,4785,TRASTORNO DE DISCO CERVICAL CON MIELOPATIA (G99.2*)
M501,4786,TRASTORNO DE DISCO CERVICAL CON RADICULOPATIA
M502,4787,OTROS DESPLAZAMIENTOS DEL DISCO CERVICAL
M503,4788,OTRAS DEGENERACIONES DEL DISCO CERVICAL
M508,4789,OTROS TRASTORNOS DEL DISCO CERVICAL
M509,4790,"TRASTORNO DE DISCO CERVICAL, NO ESPECIFICADO"
M510,4791,"TRASTORNOS DE DISCOS INTERVERTEBRALES LUMBARES Y OTROS, CON MIELOPATIA (G99.2*)"
M511,4792,"TRASTORNO DE DISCO LUMBAR Y OTROS, CON RADICULOPATIA"
M512,4793,OTROS DESPLAZAMIENTOS ESPECIFICADOS DE DISCO INTERVERTEBRAL 
M513,4794,OTRAS DEGENERACIONES ESPECIFICADAS DE DISCO INTERVERTEBRAL
M514,4795,NODULOS DE SCHMORL
M518,4796,OTROS TRASTORNOS ESPECIFICADOS DE LOS DISCOS INTERVERTEBRALES
M519,4797,"TRASTORNOS DE LOS DISCOS INTERVERTEBRALES, NO ESPECIFICADO"
M530,4798,SINDROME CERVICOCRANEAL
M531,4799,SINDROME CERVICOBRAQUIAL
M532,4800,INESTABILIDAD DE LA COLUMNA VERTEBRAL
M533,4801,"TRASTORNOS SACROCOCCIGEOS, NO CLASIFICADOS EN OTRA PARTE"
M538,4802,OTRAS DORSOPATIAS ESPECIFICADAS
M539,4803,"DORSOPATIA, NO ESPECIFICADA"
M540,4804,PANICULITIS QUE AFECTA REGIONES DEL CUELLO Y DE LA ESPALDA
M541,4805,RADICULOPATIA
M542,4806,CERVICALGIA
M543,4807,CIATICA
M544,4808,LUMBAGO CON CIATICA
M545,4809,LUMBAGO NO ESPECIFICADO
M546,4810,DOLOR EN LA COLUMNA DORSAL
M548,4811,OTRAS DORSALGIAS
M549,4812,"DORSALGIA, NO ESPECIFICADA"
M600,4813,MIOSITIS INFECCIOSA
M601,4814,MIOSITIS INTERSTICIAL
M602,4815,"GRANULOMA POR CUERPO EXTRAÑO EN TEJIDO BLANDO, NO CLASIFICADO EN OTRA PARTE"
M608,4816,OTRAS MIOSITIS
M609,4817,"MIOSITIS, NO ESPECIFICADA"
M610,4818,MIOSITIS OSIFICANTE TRAUMATICA
M611,4819,MIOSITIS OSIFICANTE PROGRESIVA
M612,4820,CALCIFICACION Y OSIFICACION PARALITICA DEL MUSCULO
M613,4821,CALCIFICACION Y OSIFICACION DE LOS MUSCULOS ASOCIADAS CON QUEMADURAS
M614,4822,OTRAS CALCIFICACIONES DEL MUSCULO
M615,4823,OTRAS OSIFICACIONES DEL MUSCULO
M619,4824,"CALCIFICACION Y OSIFICACION DEL MUSCULO, NO ESPECIFICADA"
M620,4825,DIASTASIS DEL MUSCULO
M621,4826,OTROS DESGARROS (NO TRAUMATICOS) DEL MUSCULO
M622,4827,INFARTO ISQUEMICO DEL MUSCULO
M623,4828,SINDROME DE INMOVILIDAD (PARAPLEJICO)
M624,4829,CONTRACTURA MUSCULAR
M625,4830,"ATROFIA Y DESGASTE MUSCULARES, NO CLASIFICADOS EN OTRA PARTE"
M626,4831,DISTENSION MUSCULAR
M628,4832,OTROS TRASTORNOS ESPECIFICADOS DE LOS MUSCULOS
M629,4833,"TRASTORNO MUSCULAR, NO ESPECIFICADO"
M630,4834,MIOSITIS EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE
M631,4835,MIOSITIS EN INFECCIONES POR PROTOZOARIOS Y PARASITOS CLASIFICADAS EN OTRA PARTE
M632,4836,MIOSITIS EN ENFERMEDADES INFECCIOSAS CLASIFICADAS EN OTRA PARTE
M633,4837,MIOSITIS EN SARCOIDOSIS (D86.8)
M638,4838,OTROS TRASTORNOS DE LOS MUSCULOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M650,4839,ABSCESO DE VAINA TENDINOSA
M651,4840,OTRAS (TENO) SINOVITIS INFECCIOSAS
M652,4841,TENDINITIS CALCIFICADA
M653,4842,DEDO EN GATILLO
M654,4843,TENOSINOVITIS DE ESTILOIDES RADIAL [DE QUERVAIN]
M658,4844,OTRAS SINOVITIS Y TENOSINOVITIS
M659,4845,"SINOVITIS Y TENOSINOVITIS, NO ESPECIFICADA"
M660,4846,RUPTURA DE QUISTE SINOVIAL POPLITEO
M661,4847,RUPTURA DE LA SINOVIA
M662,4848,RUPTURA ESPONTANEA DE TENDONES EXTENSORES
M663,4849,RUPTURA ESPONTANEA DE TENDONES FLEXORES
M664,4850,RUPTURA ESPONTANEA DE OTROS TENDONES
M665,4851,RUPTURA ESPONTANEA DE TENDON NO ESPECIFICADO
M670,4852,ACORTAMIENTO DEL TENDON DE AQUILES (ADQUIRIDO)
M671,4853,OTRAS CONTRACTURAS DE TENDON (VAINA)
M672,4854,"HIPERTROFIA SINOVIAL, NO CLASIFICADA EN OTRA PARTE"
M673,4855,SINOVITIS TRANSITORIA
M674,4856,GANGLION
M678,4857,OTROS TRASTORNOS ESPECIFICADOS DE LA SINOVIA Y DEL TENDON
M679,4858,"HIPERTROFIA SINOVIAL Y TENDINOSO, NO ESPECIFICADO"
M680,4859,SINOVITIS Y TENOSINOVITIS EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE
M688,4860,OTROS TRASTORNOS SINOVIALES Y TENDINOSOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M700,4861,SINOVITIS CREPITANTE CRONICA DE LA MANO Y DE LA MUÑECA
M701,4862,BURSITIS DE LA MANO
M702,4863,BURSITIS DEL OLECRANON
M703,4864,OTRAS BURSITIS DEL CODO
M704,4865,OTRAS BURSITIS PRERROTULIANAS
M705,4866,OTRAS BURSITIS DE LA RODILLA
M706,4867,BURSITIS DEL TROCANTER
M707,4868,OTRAS BURSITIS DE LA CADERA
M708,4869,"OTROS TRASTORNOS DE LOS TEJIDOS BLANDOS RELACIONADOS CON EL USO, EL USO EXCESIVO Y LA PRESION"
M709,4870,TRASTORNO NO ESPECIFICADO DE LOS TEJIDOS BLANDOS RELACIONADO CON EL USO EXCESIVO Y LA PRESION
M710,4871,ABSCESO DE LA BOLSA SINOVIAL
M711,4872,OTRAS BURSITIS INFECCIOSAS
M712,4873,QUISTE SINOVIAL DEL HUECO POPLITEO [DE BAKER]
M713,4874,OTROS QUISTES DE LA BOLSA SEROSA
M714,4875,DEPOSITO DE CALCIO EN LA BOLSA SEROSA
M715,4876,"OTRAS BURSITIS, NO CLASIFICADAS EN OTRA PARTE"
M718,4877,OTROS TRASTORNOS ESPECIFICADOS DE LA BOLSA SEROSA
M719,4878,"BURSOPATIA, NO ESPECIFICADA"
M720,4879,FIBROMATOSIS DE LA APONEUROSIS PALMAR [DUPUYTREN]
M721,4880,NODULOS INTERFALANGICOS
M722,4881,FIBROMATOSIS DE LA APONEUROSIS PLANTAR
M723,4882,FASCITIS NODULAR
M724,4883,FIBROMATOSIS SEUDOSARCOMATOSA
M725,4884,"FASCITIS, NO CLASIFICADA EN OTRA PARTE"
M728,4885,OTROS TRASTORNOS FIBROBLASTICOS
M729,4886,"TRASTORNO FIBROBLASTICO, NO ESPECIFICADO"
M730,4887,BURSITIS GONOCOCICA (A54.4)
M731,4888,BURSITIS SIFILITICA (A52.7)
M738,4889,OTROS TRASTORNOS DE LOS TEJIDOS BLANDOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M750,4890,CAPSULITIS ADHESIVA DEL HOMBRO
M751,4891,SINDROME DE MANGUITO ROTATORIO
M752,4892,TENDINITIS DE BICEPS
M753,4893,TENDINITIS CALCIFICANTE DEL HOMBRO
M754,4894,SINDROME DE ABDUCCION DOLOROSA DEL HOMBRO
M755,4895,BURSITIS DEL HOMBRO
M758,4896,OTRAS LESIONES DEL HOMBRO
M759,4897,"LESIONES DEL HOMBRO, NO ESPECIFICADA"
M760,4898,TENDINITIS DEL GLUTEO
M761,4899,TENDINITIS DEL PSOAS
M762,4900,ESPOLON DE LA CRESTA ILIACA
M763,4901,SINDROME DEL TENDON DEL TENSOR DE LA FASCIA LATA
M764,4902,BURSITIS TIBIAL COLATERAL [PELLEGRINI-STIEDA]
M765,4903,TENDINITIS ROTULIANA
M766,4904,TENDINITIS AQUILIANA
M767,4905,TENDINITIS PERONEAL
M768,4906,"OTRAS ENTESOPATIAS DEL MIEMBRO INFERIOR, EXCLUIDO EL PIE"
M769,4907,"ENTESOPATIA DEL MIEMBRO INFERIOR, NO ESPECIFICADA"
M770,4908,EPICONDILITIS MEDIA
M771,4909,EPICONDILITIS LATERAL
M772,4910,PERIARTRITIS DE LA MUÑECA
M773,4911,ESPOLON CALCANEO
M774,4912,METATARSALGIA
M775,4913,OTRAS ENTESOPATIAS DEL PIE
M778,4914,"OTRAS ENTESOPATIAS, NO CLASIFICADAS EN OTRA PARTE"
M779,4915,"ENTESOPATIA, NO ESPECIFICADA"
M790,4916,"REUMATISMO, NO ESPECIFICADO"
M791,4917,MIALGIA
M792,4918,"NEURALGIA Y NEURITIS, NO ESPECIFICADAS"
M793,4919,"PANICULITIS, NO ESPECIFICADA"
M794,4920,HIPERTROFIA DE PAQUETE ADIPOSO (INFRARROTULIANO)
M795,4921,CUERPO EXTRAÑO RESIDUAL EN TEJIDO BLANDO
M796,4922,DOLOR EN MIEMBRO
M798,4923,OTROS TRASTORNOS ESPECIFICADOS DE LOS TEJIDOS BLANDOS
M799,4924,"TRASTORNO DE LOS TEJIDOS BLANDOS, NO ESPECIFICADO"
M800,4925,"OSTEOPOROSIS POSTMENOPAUSICA, CON FRACTURA PATOLOGICA"
M801,4926,"OSTEOPOROSIS POSTOOFORECTOMIA, CON FRACTURA PATOLOGICA"
M802,4927,"OSTEOPOROSIS POR DESUSO, CON FRACTURA PATOLOGICA"
M803,4928,"OSTEOPOROSIS POR MALABSORCION POSTQUIRURGICA, CON FRACTURA PATOLOGICA"
M804,4929,"OSTEOPOROSIS INDUCIDA POR DROGAS, CON FRACTURA PATOLOGICA"
M805,4930,"OSTEOPOROSIS IDIOPATICA, CON FRACTURA PATOLOGICA"
M808,4931,"OTRAS OSTEOPOROSIS, CON FRACTURA PATOLOGICA"
M809,4932,"OSTEOPOROSIS NO ESPECIFICADA, CON FRACTURA PATOLOGICA"
M810,4933,"OSTEOPOROSIS POSTMENOPAUSICA, SIN FRACTURA PATOLOGICA"
M811,4934,"OSTEOPOROSIS POSTOOFORECTOMIA, SIN FRACTURA PATOLOGICA"
M812,4935,"OSTEOPOROSIS POR DESUSO, SIN FRACTURA PATOLOGICA"
M813,4936,"OSTEOPOROSIS POR MALABSORCION POSTQUIRURGICA, SIN FRACTURA PATOLOGICA"
M814,4937,"OSTEOPOROSIS INDUCIDA POR DROGAS, SIN FRACTURA PATOLOGICA"
M815,4938,"OSTEOPOROSIS IDIOPATICA, SIN FRACTURA PATOLOGICA"
M816,4939,"OSTEOPOROSIS LOCALIZADA [LEQUESNE], SIN FRACTURA PATOLOGICA"
M818,4940,"OTRAS OSTEOPOROSIS, SIN FRACTURA PATOLOGICA"
M819,4941,"OSTEOPOROSIS NO ESPECIFICADA, SIN FRACTURA PATOLOGICA"
M820,4942,OSTEOPOROSIS EN MIELOMATOSIS MULTIPLE (C90.0)
M821,4943,OSTEOPOROSIS EN TRASTORNOS ENDOCRINOS (E00-E34)
M828,4944,OSTEOPOROSIS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M830,4945,OSTEOMALACIA PUERPERAL
M831,4946,OSTEOMALACIA SENIL
M832,4947,OSTEOMALACIA DEL ADULTO DEBIDA A MALABSORCION
M833,4948,OSTEOMALACIA DEL ADULTO DEBIDA A DESNUTRICION
M834,4949,ENFERMEDAD DE LOS HUESOS POR ALUMINIO
M835,4950,OTRAS OSTEOMALACIAS DEL ADULTO INDUCIDAS POR DROGAS
M838,4951,OTRAS OSTEOMALACIAS DEL ADULTO
M839,4952,"OSTEOMALACIA DEL ADULTO, NO ESPECIFICADA"
M840,4953,CONSOLIDACION DEFECTUOSA DE FRACTURA
M841,4954,FALTA DE CONSOLIDACION DE FRACTURA [SEUDOARTROSIS]
M842,4955,CONSOLIDACION RETARDADA DE FRACTURA
M843,4956,"FRACTURA POR TENSION, NO CLASIFICADA EN OTRA PARTE"
M844,4957,"FRACTURA PATOLOGICA, NO CLASIFICADA EN OTRA PARTE"
M848,4958,OTROS TRASTORNOS DE LA CONTINUIDAD DEL HUESO
M849,4959,"TRASTORNO DE LA CONTINUIDAD DEL HUESO, NO ESPECIFICADO"
M850,4960,DISPLASIA FIBROSA (MONOSTOTICA)
M851,4961,FLUOROSIS DEL ESQUELETO
M852,4962,HIPEROSTOSIS DEL CRANEO
M853,4963,OSTEITIS CONDENSANTE
M854,4964,QUISTE OSEO SOLITARIO
M855,4965,QUISTE OSEO ANEURISMATICO
M856,4966,OTROS QUISTES OSEOS
M858,4967,OTROS TRASTORNOS ESPECIFICADOS DE LA DENSIDAD Y DE LA ESTRUCTURA OSEAS
M859,4968,"TRASTORNO DE LA DENSIDAD Y DE LA ESTRUCTURA OSEAS, NO ESPECIFICADO"
M860,4969,OSTEOMIELITIS HEMATOGENA AGUDA
M861,4970,OTRAS OSTEOMIELITIS AGUDAS
M862,4971,OSTEOMIELITIS SUBAGUDA
M863,4972,OSTEOMIELITIS MULTIFOCAL CRONICA
M864,4973,OSTEOMIELITIS CRONICA CON DRENAJE DEL SENO
M865,4974,OTRAS OSTEOMIELITIS HEMATOGENAS CRONICAS
M866,4975,OTRAS OSTEOMIELITIS CRONICAS
M868,4976,OTRAS OSTEOMIELITIS
M869,4977,"OSTEOMIELITIS, NO ESPECIFICADA"
M870,4978,NECROSIS ASEPTICA IDIOPATICA OSEA
M871,4979,OSTEONECROSIS DEBIDA A DROGAS
M872,4980,OSTEONECROSIS DEBIDA A TRAUMATISMO PREVIO
M873,4981,OTRAS OSTEONECROSIS SECUNDARIAS
M878,4982,OTRAS OSTEONECROSIS
M879,4983,"OSTEONECROSIS, NO ESPECIFICADA"
M880,4984,ENFERMEDAD DE PAGET DEL CRANEO
M888,4985,ENFERMEDAD DE PAGET DE OTROS HUESOS
M889,4986,"ENFERMEDAD OSEA DE PAGET, HUESOS NO ESPECIFICADOS"
M890,4987,ALGONEURODISTROFIA
M891,4988,DETENCION DEL CRECIMIENTO EPIFISARIO
M892,4989,OTROS TRASTORNOS DEL DESARROLLO Y CRECIMIENTO OSEO
M893,4990,HIPERTROFIA DEL HUESO
M894,4991,OTRAS OSTEOARTROPATIAS HIPERTROFICAS
M895,4992,OSTEOLISIS
M896,4993,OSTEOPATIA A CONSECUENCIA DE POLIOMIELITIS
M898,4994,OTROS TRASTORNOS ESPECIFICADOS DEL HUESO
M899,4995,"TRASTORNO DEL HUESO, NO ESPECIFICADO"
M900,4996,TUBERCULOSIS OSEAS (A18.0)
M901,4997,PERIOSTITIS EN OTRAS ENFERMEDADES INFECCIOSAS CLASIFICADAS EN OTRA PARTE
M902,4998,OSTEOPATIA EN OTRAS ENFERMEDADES INFECCIOSAS CLASIFICADAS EN OTRA PARTE
M903,4999,OSTEONECROSIS EN LA ENFERMEDAD CAUSADA POR DESCOMPRESION (T70.3)
M904,5000,OSTEONECROSIS DEBIDA A HEMOGLOBINOPATIA (D50-D64)
M905,5001,OSTEONECROSIS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M906,5002,OSTEITIS DEFORMANTE EN ENFERMEDAD NEOPLASICA (C00-D48)
M907,5003,FRACTURA OSEA EN ENFERMEDAD NEOPLASICA (C00-D48)
M908,5004,OSTEOPATIA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M910,5005,OSTEOCONDROSIS JUVENIL DE LA PELVIS
M911,5006,OSTEOCONDROSIS JUVENIL DE LA CABEZA DEL FEMUR [LEGG-CALVE-PERTHES]
M912,5007,COXA PLANA
